,name,family_index,per_family_instance_index,run_name,run_type,repetitions,repetition_index,threads,iterations,real_time,cpu_time,time_unit,dataset_bytes,dataset_elem_count,hashfn_bits_per_key,hashfn_bytes,items_per_second,label,hashfn,dataset,order
169,PresortedBuildTime<MWHC>/1000000/3,18,12,PresortedBuildTime<MWHC>/1000000/3,iteration,1,0,1,1,1186045801.2670279,1184653311.9969535,ns,8000000.0,1000000.0,78.722048,9840256.0,844128.8180035676,MWHC:fb,MWHC,fb,8
174,UnorderedBuildTime<MWHC>/1000000/0,19,2,UnorderedBuildTime<MWHC>/1000000/0,iteration,1,0,1,1,1160343103.1107903,1159436319.0015428,ns,8000000.0,1000000.0,78.722048,9840256.0,862488.0759826096,MWHC:seq,MWHC,seq,8
179,UnorderedBuildTime<MWHC>/1000000/2,19,7,UnorderedBuildTime<MWHC>/1000000/2,iteration,1,0,1,1,1154227528.7210941,1152981631.9962265,ns,8000000.0,1000000.0,78.722048,9840256.0,867316.5055271868,MWHC:uniform,MWHC,uniform,8
184,UnorderedBuildTime<MWHC>/1000000/3,19,12,UnorderedBuildTime<MWHC>/1000000/3,iteration,1,0,1,1,1146538469.940424,1145569570.006046,ns,8000000.0,1000000.0,78.722048,9840256.0,872928.2150840671,MWHC:fb,MWHC,fb,8
525,LookupTime<MWHC>/1000000/0,7,4,LookupTime<MWHC>/1000000/0,iteration,1,0,1,7628263,70.0853005014328,70.0344524039018,ns,8000000.0,1000000.0,78.722048,9840256.0,,MWHC:seq,MWHC,seq,8
532,LookupTime<MWHC>/1000000/2,7,11,LookupTime<MWHC>/1000000/2,iteration,1,0,1,8041440,69.86024443307504,69.79649428423235,ns,8000000.0,1000000.0,78.722048,9840256.0,,MWHC:uniform,MWHC,uniform,8
539,LookupTime<MWHC>/1000000/3,7,18,LookupTime<MWHC>/1000000/3,iteration,1,0,1,9698763,66.14818124879145,66.09722611016954,ns,8000000.0,1000000.0,78.722048,9840256.0,,MWHC:fb,MWHC,fb,8
546,LookupTime<MWHC>/1000000/4,7,25,LookupTime<MWHC>/1000000/4,iteration,1,0,1,9619036,71.34292396129874,71.29566237147236,ns,8000000.0,1000000.0,78.722048,9840256.0,,MWHC:osm,MWHC,osm,8
160,PresortedBuildTime<MWHC>/10000000/0,18,3,PresortedBuildTime<MWHC>/10000000/0,iteration,1,0,1,1,18680113930.255173,18660379562.999878,ns,80000000.0,10000000.0,78.7202048,98400256.0,535894.7799662217,MWHC:seq,MWHC,seq,8
165,PresortedBuildTime<MWHC>/10000000/2,18,8,PresortedBuildTime<MWHC>/10000000/2,iteration,1,0,1,1,18670900791.88347,18650436314.994293,ns,80000000.0,10000000.0,78.7202048,98400256.0,536180.4855986319,MWHC:uniform,MWHC,uniform,8
170,PresortedBuildTime<MWHC>/10000000/3,18,13,PresortedBuildTime<MWHC>/10000000/3,iteration,1,0,1,1,19700966825.708748,19674925519.997486,ns,80000000.0,10000000.0,78.7202048,98400256.0,508261.13622824417,MWHC:fb,MWHC,fb,8
175,UnorderedBuildTime<MWHC>/10000000/0,19,3,UnorderedBuildTime<MWHC>/10000000/0,iteration,1,0,1,1,18534343708.30655,18519799709.99673,ns,80000000.0,10000000.0,78.7202048,98400256.0,539962.6430410119,MWHC:seq,MWHC,seq,8
180,UnorderedBuildTime<MWHC>/10000000/2,19,8,UnorderedBuildTime<MWHC>/10000000/2,iteration,1,0,1,1,18558688929.30448,18539467024.995247,ns,80000000.0,10000000.0,78.7202048,98400256.0,539389.8317852297,MWHC:uniform,MWHC,uniform,8
185,UnorderedBuildTime<MWHC>/10000000/3,19,13,UnorderedBuildTime<MWHC>/10000000/3,iteration,1,0,1,1,18550238994.88151,18534371893.001663,ns,80000000.0,10000000.0,78.7202048,98400256.0,539538.1110150202,MWHC:fb,MWHC,fb,8
526,LookupTime<MWHC>/10000000/0,7,5,LookupTime<MWHC>/10000000/0,iteration,1,0,1,3953501,161.69391126366025,161.54145755960624,ns,80000000.0,10000000.0,78.7202048,98400256.0,,MWHC:seq,MWHC,seq,8
533,LookupTime<MWHC>/10000000/2,7,12,LookupTime<MWHC>/10000000/2,iteration,1,0,1,4367817,161.55397963584176,161.4037433332475,ns,80000000.0,10000000.0,78.7202048,98400256.0,,MWHC:uniform,MWHC,uniform,8
540,LookupTime<MWHC>/10000000/3,7,19,LookupTime<MWHC>/10000000/3,iteration,1,0,1,4331618,160.2861154102274,160.12839267028141,ns,80000000.0,10000000.0,78.7202048,98400256.0,,MWHC:fb,MWHC,fb,8
547,LookupTime<MWHC>/10000000/4,7,26,LookupTime<MWHC>/10000000/4,iteration,1,0,1,4337809,162.24544682057441,162.10642699980477,ns,80000000.0,10000000.0,78.7202048,98400256.0,,MWHC:osm,MWHC,osm,8
161,PresortedBuildTime<MWHC>/100000000/0,18,4,PresortedBuildTime<MWHC>/100000000/0,iteration,1,0,1,1,214745633659.88434,214517485889.00226,ns,800000000.0,100000000.0,78.72002048,984000256.0,466162.46496447833,MWHC:seq,MWHC,seq,8
166,PresortedBuildTime<MWHC>/100000000/2,18,9,PresortedBuildTime<MWHC>/100000000/2,iteration,1,0,1,1,214810690708.45844,214570306349.00003,ns,800000000.0,100000000.0,78.72002048,984000256.0,466047.7104289973,MWHC:uniform,MWHC,uniform,8
171,PresortedBuildTime<MWHC>/100000000/3,18,14,PresortedBuildTime<MWHC>/100000000/3,iteration,1,0,1,1,225018775103.61374,224789163942.00497,ns,800000000.0,100000000.0,78.72002048,984000256.0,444861.3013472471,MWHC:fb,MWHC,fb,8
176,UnorderedBuildTime<MWHC>/100000000/0,19,4,UnorderedBuildTime<MWHC>/100000000/0,iteration,1,0,1,1,211403623903.17023,211184939024.99905,ns,800000000.0,100000000.0,78.72002048,984000256.0,473518.6157766795,MWHC:seq,MWHC,seq,8
181,UnorderedBuildTime<MWHC>/100000000/2,19,9,UnorderedBuildTime<MWHC>/100000000/2,iteration,1,0,1,1,211379299975.93164,211161820882.00003,ns,800000000.0,100000000.0,78.72002048,984000256.0,473570.45692403504,MWHC:uniform,MWHC,uniform,8
186,UnorderedBuildTime<MWHC>/100000000/3,19,14,UnorderedBuildTime<MWHC>/100000000/3,iteration,1,0,1,1,211483233151.9574,211269386444.0007,ns,800000000.0,100000000.0,78.72002048,984000256.0,473329.3435606493,MWHC:fb,MWHC,fb,8
527,LookupTime<MWHC>/100000000/0,7,6,LookupTime<MWHC>/100000000/0,iteration,1,0,1,3598011,194.4623178238765,194.27780682272416,ns,800000000.0,100000000.0,78.72002048,984000256.0,,MWHC:seq,MWHC,seq,8
534,LookupTime<MWHC>/100000000/2,7,13,LookupTime<MWHC>/100000000/2,iteration,1,0,1,3602295,196.81563175138285,196.6381909313494,ns,800000000.0,100000000.0,78.72002048,984000256.0,,MWHC:uniform,MWHC,uniform,8
541,LookupTime<MWHC>/100000000/3,7,20,LookupTime<MWHC>/100000000/3,iteration,1,0,1,3590171,199.32571368837512,199.15228216091788,ns,800000000.0,100000000.0,78.72002048,984000256.0,,MWHC:fb,MWHC,fb,8
548,LookupTime<MWHC>/100000000/4,7,27,LookupTime<MWHC>/100000000/4,iteration,1,0,1,3305223,199.04065635538257,198.84484284389177,ns,800000000.0,100000000.0,78.72002048,984000256.0,,MWHC:osm,MWHC,osm,8
187,PresortedBuildTime<CompressedMWHC>/100/0,21,0,PresortedBuildTime<CompressedMWHC>/100/0,iteration,1,0,1,6761,106260.2964581831,106189.50791323859,ns,800.0,100.0,28.24,353.0,139.28599655348802,CompressedMWHC:seq,CompressedMWHC,seq,9
192,PresortedBuildTime<CompressedMWHC>/100/2,21,5,PresortedBuildTime<CompressedMWHC>/100/2,iteration,1,0,1,6752,107408.34092986175,107311.20408748586,ns,800.0,100.0,28.24,353.0,138.01379516914287,CompressedMWHC:uniform,CompressedMWHC,uniform,9
197,PresortedBuildTime<CompressedMWHC>/100/3,21,10,PresortedBuildTime<CompressedMWHC>/100/3,iteration,1,0,1,6642,107737.60861964227,107654.90575181194,ns,800.0,100.0,28.24,353.0,139.85155629903358,CompressedMWHC:fb,CompressedMWHC,fb,9
202,UnorderedBuildTime<CompressedMWHC>/100/0,22,0,UnorderedBuildTime<CompressedMWHC>/100/0,iteration,1,0,1,6725,106690.25291297515,106602.73011156694,ns,800.0,100.0,28.24,353.0,139.4888147824553,CompressedMWHC:seq,CompressedMWHC,seq,9
207,UnorderedBuildTime<CompressedMWHC>/100/2,22,5,UnorderedBuildTime<CompressedMWHC>/100/2,iteration,1,0,1,6609,107687.83949952494,107591.8411257721,ns,800.0,100.0,28.24,353.0,140.63224471398897,CompressedMWHC:uniform,CompressedMWHC,uniform,9
212,UnorderedBuildTime<CompressedMWHC>/100/3,22,10,UnorderedBuildTime<CompressedMWHC>/100/3,iteration,1,0,1,6715,103073.8575748783,102990.39553209087,ns,800.0,100.0,28.24,353.0,144.59632556544415,CompressedMWHC:fb,CompressedMWHC,fb,9
549,LookupTime<CompressedMWHC>/100/0,8,0,LookupTime<CompressedMWHC>/100/0,iteration,1,0,1,18623501,37.59084311546787,37.57164697434419,ns,800.0,100.0,28.24,353.0,,CompressedMWHC:seq,CompressedMWHC,seq,9
556,LookupTime<CompressedMWHC>/100/2,8,7,LookupTime<CompressedMWHC>/100/2,iteration,1,0,1,18825449,37.951202038699684,37.93007810849865,ns,800.0,100.0,28.24,353.0,,CompressedMWHC:uniform,CompressedMWHC,uniform,9
563,LookupTime<CompressedMWHC>/100/3,8,14,LookupTime<CompressedMWHC>/100/3,iteration,1,0,1,18200504,37.47636795516682,37.45500498235321,ns,800.0,100.0,28.24,353.0,,CompressedMWHC:fb,CompressedMWHC,fb,9
570,LookupTime<CompressedMWHC>/100/4,8,21,LookupTime<CompressedMWHC>/100/4,iteration,1,0,1,18617317,37.56095495463654,37.54139831241218,ns,800.0,100.0,28.24,353.0,,CompressedMWHC:osm,CompressedMWHC,osm,9
550,LookupTime<CompressedMWHC>/1000/0,8,1,LookupTime<CompressedMWHC>/1000/0,iteration,1,0,1,18931276,37.051446055695486,37.032696475687466,ns,8000.0,1000.0,15.496,1937.0,,CompressedMWHC:seq,CompressedMWHC,seq,9
557,LookupTime<CompressedMWHC>/1000/2,8,8,LookupTime<CompressedMWHC>/1000/2,iteration,1,0,1,19022784,37.23044396625285,37.20987311876647,ns,8000.0,1000.0,15.496,1937.0,,CompressedMWHC:uniform,CompressedMWHC,uniform,9
564,LookupTime<CompressedMWHC>/1000/3,8,15,LookupTime<CompressedMWHC>/1000/3,iteration,1,0,1,18589235,36.95810757005114,36.93845088299221,ns,8000.0,1000.0,15.496,1937.0,,CompressedMWHC:fb,CompressedMWHC,fb,9
571,LookupTime<CompressedMWHC>/1000/4,8,22,LookupTime<CompressedMWHC>/1000/4,iteration,1,0,1,18452940,37.06014154875092,37.041846286062594,ns,8000.0,1000.0,15.496,1937.0,,CompressedMWHC:osm,CompressedMWHC,osm,9
188,PresortedBuildTime<CompressedMWHC>/10000/0,21,1,PresortedBuildTime<CompressedMWHC>/10000/0,iteration,1,0,1,212,3469716.3358049574,3467119.485819394,ns,80000.0,10000.0,17.4152,21769.0,13604.899258211444,CompressedMWHC:seq,CompressedMWHC,seq,9
193,PresortedBuildTime<CompressedMWHC>/10000/2,21,6,PresortedBuildTime<CompressedMWHC>/10000/2,iteration,1,0,1,211,3430438.8238214203,3426938.379130721,ns,80000.0,10000.0,17.4152,21769.0,13829.6519183201,CompressedMWHC:uniform,CompressedMWHC,uniform,9
198,PresortedBuildTime<CompressedMWHC>/10000/3,21,11,PresortedBuildTime<CompressedMWHC>/10000/3,iteration,1,0,1,202,3622037.874958893,3618573.0000082427,ns,80000.0,10000.0,17.4152,21769.0,13680.793642946193,CompressedMWHC:fb,CompressedMWHC,fb,9
203,UnorderedBuildTime<CompressedMWHC>/10000/0,22,1,UnorderedBuildTime<CompressedMWHC>/10000/0,iteration,1,0,1,207,3345881.800216753,3342658.0966153895,ns,80000.0,10000.0,17.4152,21769.0,14452.324272373786,CompressedMWHC:seq,CompressedMWHC,seq,9
208,UnorderedBuildTime<CompressedMWHC>/10000/2,22,6,UnorderedBuildTime<CompressedMWHC>/10000/2,iteration,1,0,1,201,3577832.2715812656,3574395.850772821,ns,80000.0,10000.0,17.4152,21769.0,13918.784001032733,CompressedMWHC:uniform,CompressedMWHC,uniform,9
213,UnorderedBuildTime<CompressedMWHC>/10000/3,22,11,UnorderedBuildTime<CompressedMWHC>/10000/3,iteration,1,0,1,200,3395286.4725142717,3392108.059997554,ns,80000.0,10000.0,17.4152,21769.0,14740.096457904721,CompressedMWHC:fb,CompressedMWHC,fb,9
551,LookupTime<CompressedMWHC>/10000/0,8,2,LookupTime<CompressedMWHC>/10000/0,iteration,1,0,1,18170870,39.70078853826351,39.68403367586652,ns,80000.0,10000.0,17.4152,21769.0,,CompressedMWHC:seq,CompressedMWHC,seq,9
558,LookupTime<CompressedMWHC>/10000/2,8,9,LookupTime<CompressedMWHC>/10000/2,iteration,1,0,1,18257293,39.21876927842586,39.199540205457254,ns,80000.0,10000.0,17.4152,21769.0,,CompressedMWHC:uniform,CompressedMWHC,uniform,9
565,LookupTime<CompressedMWHC>/10000/3,8,16,LookupTime<CompressedMWHC>/10000/3,iteration,1,0,1,18191474,38.590972898176645,38.56832706358181,ns,80000.0,10000.0,17.4152,21769.0,,CompressedMWHC:fb,CompressedMWHC,fb,9
572,LookupTime<CompressedMWHC>/10000/4,8,23,LookupTime<CompressedMWHC>/10000/4,iteration,1,0,1,17805746,38.59416575325782,38.571369321245065,ns,80000.0,10000.0,17.4152,21769.0,,CompressedMWHC:osm,CompressedMWHC,osm,9
552,LookupTime<CompressedMWHC>/100000/0,8,3,LookupTime<CompressedMWHC>/100000/0,iteration,1,0,1,16985217,42.2153471529975,42.19216451586914,ns,800000.0,100000.0,20.92936,261617.0,,CompressedMWHC:seq,CompressedMWHC,seq,9
559,LookupTime<CompressedMWHC>/100000/2,8,10,LookupTime<CompressedMWHC>/100000/2,iteration,1,0,1,17103187,40.94115522394932,40.915515687352595,ns,800000.0,100000.0,20.92936,261617.0,,CompressedMWHC:uniform,CompressedMWHC,uniform,9
566,LookupTime<CompressedMWHC>/100000/3,8,17,LookupTime<CompressedMWHC>/100000/3,iteration,1,0,1,16934362,41.38035610637972,41.354518345838144,ns,800000.0,100000.0,20.92936,261617.0,,CompressedMWHC:fb,CompressedMWHC,fb,9
573,LookupTime<CompressedMWHC>/100000/4,8,24,LookupTime<CompressedMWHC>/100000/4,iteration,1,0,1,16692148,41.17046103714793,41.14517700175011,ns,800000.0,100000.0,20.92936,261617.0,,CompressedMWHC:osm,CompressedMWHC,osm,9
189,PresortedBuildTime<CompressedMWHC>/1000000/0,21,2,PresortedBuildTime<CompressedMWHC>/1000000/0,iteration,1,0,1,1,1178206691.518426,1177166055.0002706,ns,8000000.0,1000000.0,25.831944,3228993.0,849497.8221231244,CompressedMWHC:seq,CompressedMWHC,seq,9
194,PresortedBuildTime<CompressedMWHC>/1000000/2,21,7,PresortedBuildTime<CompressedMWHC>/1000000/2,iteration,1,0,1,1,1165424317.1215057,1164155300.000857,ns,8000000.0,1000000.0,25.831944,3228993.0,858991.9231560117,CompressedMWHC:uniform,CompressedMWHC,uniform,9
199,PresortedBuildTime<CompressedMWHC>/1000000/3,21,12,PresortedBuildTime<CompressedMWHC>/1000000/3,iteration,1,0,1,1,1169536359.6081734,1168225963.0033514,ns,8000000.0,1000000.0,25.831944,3228993.0,855998.7807745129,CompressedMWHC:fb,CompressedMWHC,fb,9
204,UnorderedBuildTime<CompressedMWHC>/1000000/0,22,2,UnorderedBuildTime<CompressedMWHC>/1000000/0,iteration,1,0,1,1,1164072947.576642,1162809765.0027485,ns,8000000.0,1000000.0,25.831944,3228993.0,859985.8980352099,CompressedMWHC:seq,CompressedMWHC,seq,9
209,UnorderedBuildTime<CompressedMWHC>/1000000/2,22,7,UnorderedBuildTime<CompressedMWHC>/1000000/2,iteration,1,0,1,1,1169280877.3368597,1168035146.9985907,ns,8000000.0,1000000.0,25.831944,3228993.0,856138.6209735404,CompressedMWHC:uniform,CompressedMWHC,uniform,9
214,UnorderedBuildTime<CompressedMWHC>/1000000/3,22,12,UnorderedBuildTime<CompressedMWHC>/1000000/3,iteration,1,0,1,1,1166266527.0268917,1165003341.0041943,ns,8000000.0,1000000.0,25.831944,3228993.0,858366.637075936,CompressedMWHC:fb,CompressedMWHC,fb,9
553,LookupTime<CompressedMWHC>/1000000/0,8,4,LookupTime<CompressedMWHC>/1000000/0,iteration,1,0,1,10033888,62.50093122314531,62.455411202437666,ns,8000000.0,1000000.0,25.831944,3228993.0,,CompressedMWHC:seq,CompressedMWHC,seq,9
560,LookupTime<CompressedMWHC>/1000000/2,8,11,LookupTime<CompressedMWHC>/1000000/2,iteration,1,0,1,10257033,60.015415637592625,59.971550739833745,ns,8000000.0,1000000.0,25.831944,3228993.0,,CompressedMWHC:uniform,CompressedMWHC,uniform,9
567,LookupTime<CompressedMWHC>/1000000/3,8,18,LookupTime<CompressedMWHC>/1000000/3,iteration,1,0,1,10194947,63.79902975746,63.76127693445294,ns,8000000.0,1000000.0,25.831944,3228993.0,,CompressedMWHC:fb,CompressedMWHC,fb,9
574,LookupTime<CompressedMWHC>/1000000/4,8,25,LookupTime<CompressedMWHC>/1000000/4,iteration,1,0,1,10004183,62.131423975072465,62.09156589777866,ns,8000000.0,1000000.0,25.831944,3228993.0,,CompressedMWHC:osm,CompressedMWHC,osm,9
190,PresortedBuildTime<CompressedMWHC>/10000000/0,21,3,PresortedBuildTime<CompressedMWHC>/10000000/0,iteration,1,0,1,1,18752354299.649597,18734472295.996967,ns,80000000.0,10000000.0,29.5201928,36900241.0,533775.376322541,CompressedMWHC:seq,CompressedMWHC,seq,9
195,PresortedBuildTime<CompressedMWHC>/10000000/2,21,8,PresortedBuildTime<CompressedMWHC>/10000000/2,iteration,1,0,1,1,18758656099.438667,18738691175.99679,ns,80000000.0,10000000.0,29.5201928,36900241.0,533655.2006796204,CompressedMWHC:uniform,CompressedMWHC,uniform,9
200,PresortedBuildTime<CompressedMWHC>/10000000/3,21,13,PresortedBuildTime<CompressedMWHC>/10000000/3,iteration,1,0,1,1,18737233849.24233,18721951740.997612,ns,80000000.0,10000000.0,29.5201928,36900241.0,534132.3457266397,CompressedMWHC:fb,CompressedMWHC,fb,9
205,UnorderedBuildTime<CompressedMWHC>/10000000/0,22,3,UnorderedBuildTime<CompressedMWHC>/10000000/0,iteration,1,0,1,1,18735670862.719418,18715776588.00379,ns,80000000.0,10000000.0,29.5201928,36900241.0,534308.5793410077,CompressedMWHC:seq,CompressedMWHC,seq,9
210,UnorderedBuildTime<CompressedMWHC>/10000000/2,22,8,UnorderedBuildTime<CompressedMWHC>/10000000/2,iteration,1,0,1,1,18742685345.932842,18722893559.99965,ns,80000000.0,10000000.0,29.5201928,36900241.0,534105.4772305285,CompressedMWHC:uniform,CompressedMWHC,uniform,9
215,UnorderedBuildTime<CompressedMWHC>/10000000/3,22,13,UnorderedBuildTime<CompressedMWHC>/10000000/3,iteration,1,0,1,1,18732666173.949837,18713032567.00048,ns,80000000.0,10000000.0,29.5201928,36900241.0,534386.9286923868,CompressedMWHC:fb,CompressedMWHC,fb,9
554,LookupTime<CompressedMWHC>/10000000/0,8,5,LookupTime<CompressedMWHC>/10000000/0,iteration,1,0,1,4427075,128.08590975087944,127.97132418059346,ns,80000000.0,10000000.0,29.5201928,36900241.0,,CompressedMWHC:seq,CompressedMWHC,seq,9
561,LookupTime<CompressedMWHC>/10000000/2,8,12,LookupTime<CompressedMWHC>/10000000/2,iteration,1,0,1,5158434,127.05391752690053,126.95182084378317,ns,80000000.0,10000000.0,29.5201928,36900241.0,,CompressedMWHC:uniform,CompressedMWHC,uniform,9
568,LookupTime<CompressedMWHC>/10000000/3,8,19,LookupTime<CompressedMWHC>/10000000/3,iteration,1,0,1,5178491,129.84702141855297,129.7371622355843,ns,80000000.0,10000000.0,29.5201928,36900241.0,,CompressedMWHC:fb,CompressedMWHC,fb,9
575,LookupTime<CompressedMWHC>/10000000/4,8,26,LookupTime<CompressedMWHC>/10000000/4,iteration,1,0,1,4432137,126.05300532735693,125.93798093289602,ns,80000000.0,10000000.0,29.5201928,36900241.0,,CompressedMWHC:osm,CompressedMWHC,osm,9
191,PresortedBuildTime<CompressedMWHC>/100000000/0,21,4,PresortedBuildTime<CompressedMWHC>/100000000/0,iteration,1,0,1,1,214746065329.7603,214552424847.99963,ns,800000000.0,100000000.0,33.21001928,415125241.0,466086.552369871,CompressedMWHC:seq,CompressedMWHC,seq,9
196,PresortedBuildTime<CompressedMWHC>/100000000/2,21,9,PresortedBuildTime<CompressedMWHC>/100000000/2,iteration,1,0,1,1,226057943904.7724,225833012183.0004,ns,800000000.0,100000000.0,33.21001928,415125241.0,442805.0577431368,CompressedMWHC:uniform,CompressedMWHC,uniform,9
201,PresortedBuildTime<CompressedMWHC>/100000000/3,21,14,PresortedBuildTime<CompressedMWHC>/100000000/3,iteration,1,0,1,1,214556078020.48325,214372253986.00275,ns,800000000.0,100000000.0,33.21001928,415125241.0,466478.2785114038,CompressedMWHC:fb,CompressedMWHC,fb,9
206,UnorderedBuildTime<CompressedMWHC>/100000000/0,22,4,UnorderedBuildTime<CompressedMWHC>/100000000/0,iteration,1,0,1,1,214753148945.04846,214526621542.00516,ns,800000000.0,100000000.0,33.21001928,415125241.0,466142.6133558888,CompressedMWHC:seq,CompressedMWHC,seq,9
211,UnorderedBuildTime<CompressedMWHC>/100000000/2,22,9,UnorderedBuildTime<CompressedMWHC>/100000000/2,iteration,1,0,1,1,214626731688.15674,214428492840.99792,ns,800000000.0,100000000.0,33.21001928,415125241.0,466355.93374315026,CompressedMWHC:uniform,CompressedMWHC,uniform,9
216,UnorderedBuildTime<CompressedMWHC>/100000000/3,22,14,UnorderedBuildTime<CompressedMWHC>/100000000/3,iteration,1,0,1,1,214716082099.82513,214490633503.99957,ns,800000000.0,100000000.0,33.21001928,415125241.0,466220.8245011096,CompressedMWHC:fb,CompressedMWHC,fb,9
555,LookupTime<CompressedMWHC>/100000000/0,8,6,LookupTime<CompressedMWHC>/100000000/0,iteration,1,0,1,3699903,188.94906926101535,188.76690794275066,ns,800000000.0,100000000.0,33.21001928,415125241.0,,CompressedMWHC:seq,CompressedMWHC,seq,9
562,LookupTime<CompressedMWHC>/100000000/2,8,13,LookupTime<CompressedMWHC>/100000000/2,iteration,1,0,1,3523036,187.8277885249681,187.6290262144147,ns,800000000.0,100000000.0,33.21001928,415125241.0,,CompressedMWHC:uniform,CompressedMWHC,uniform,9
569,LookupTime<CompressedMWHC>/100000000/3,8,20,LookupTime<CompressedMWHC>/100000000/3,iteration,1,0,1,3542471,187.5435203467169,187.36832369135715,ns,800000000.0,100000000.0,33.21001928,415125241.0,,CompressedMWHC:fb,CompressedMWHC,fb,9
576,LookupTime<CompressedMWHC>/100000000/4,8,27,LookupTime<CompressedMWHC>/100000000/4,iteration,1,0,1,3673789,187.14985150168425,186.96462045073,ns,800000000.0,100000000.0,33.21001928,415125241.0,,CompressedMWHC:osm,CompressedMWHC,osm,9
217,PresortedBuildTime<CompactedMWHC>/100/0,24,0,PresortedBuildTime<CompactedMWHC>/100/0,iteration,1,0,1,5872,116392.20910324469,116333.48143687684,ns,800.0,100.0,34.88,436.0,146.38926422299284,CompactedMWHC:seq,CompactedMWHC,seq,10
222,PresortedBuildTime<CompactedMWHC>/100/2,24,5,PresortedBuildTime<CompactedMWHC>/100/2,iteration,1,0,1,5714,120445.07180857917,120377.41004542414,ns,800.0,100.0,34.24,428.0,145.38338245646148,CompactedMWHC:uniform,CompactedMWHC,uniform,10
227,PresortedBuildTime<CompactedMWHC>/100/3,24,10,PresortedBuildTime<CompactedMWHC>/100/3,iteration,1,0,1,5770,118918.05836398226,118857.13015568398,ns,800.0,100.0,34.24,428.0,145.8139070632818,CompactedMWHC:fb,CompactedMWHC,fb,10
232,UnorderedBuildTime<CompactedMWHC>/100/0,25,0,UnorderedBuildTime<CompactedMWHC>/100/0,iteration,1,0,1,5850,115686.30607719095,115625.86803552415,ns,800.0,100.0,34.88,436.0,147.83903796307274,CompactedMWHC:seq,CompactedMWHC,seq,10
237,UnorderedBuildTime<CompactedMWHC>/100/2,25,5,UnorderedBuildTime<CompactedMWHC>/100/2,iteration,1,0,1,5283,117412.30378892415,117351.70603859884,ns,800.0,100.0,34.24,428.0,161.29837110870594,CompactedMWHC:uniform,CompactedMWHC,uniform,10
242,UnorderedBuildTime<CompactedMWHC>/100/3,25,10,UnorderedBuildTime<CompactedMWHC>/100/3,iteration,1,0,1,5916,121999.27286381573,121936.89874802437,ns,800.0,100.0,34.24,428.0,138.6234455928505,CompactedMWHC:fb,CompactedMWHC,fb,10
577,LookupTime<CompactedMWHC>/100/0,9,0,LookupTime<CompactedMWHC>/100/0,iteration,1,0,1,15544909,45.008011849800866,44.98284859667913,ns,800.0,100.0,33.36,417.0,,CompactedMWHC:seq,CompactedMWHC,seq,10
584,LookupTime<CompactedMWHC>/100/2,9,7,LookupTime<CompactedMWHC>/100/2,iteration,1,0,1,15127320,44.9731241759824,44.95138947257908,ns,800.0,100.0,33.36,417.0,,CompactedMWHC:uniform,CompactedMWHC,uniform,10
591,LookupTime<CompactedMWHC>/100/3,9,14,LookupTime<CompactedMWHC>/100/3,iteration,1,0,1,15278209,45.00910779566395,44.98789498142193,ns,800.0,100.0,32.72,409.0,,CompactedMWHC:fb,CompactedMWHC,fb,10
598,LookupTime<CompactedMWHC>/100/4,9,21,LookupTime<CompactedMWHC>/100/4,iteration,1,0,1,15531707,45.675779426026864,45.64964823213775,ns,800.0,100.0,33.36,417.0,,CompactedMWHC:osm,CompactedMWHC,osm,10
578,LookupTime<CompactedMWHC>/1000/0,9,1,LookupTime<CompactedMWHC>/1000/0,iteration,1,0,1,12876468,52.91578516038724,52.88733168117871,ns,8000.0,1000.0,14.856,1857.0,,CompactedMWHC:seq,CompactedMWHC,seq,10
585,LookupTime<CompactedMWHC>/1000/2,9,8,LookupTime<CompactedMWHC>/1000/2,iteration,1,0,1,13646616,52.74209283449318,52.71638521932675,ns,8000.0,1000.0,14.856,1857.0,,CompactedMWHC:uniform,CompactedMWHC,uniform,10
592,LookupTime<CompactedMWHC>/1000/3,9,15,LookupTime<CompactedMWHC>/1000/3,iteration,1,0,1,13545096,51.97174352025922,51.94368375089594,ns,8000.0,1000.0,14.856,1857.0,,CompactedMWHC:fb,CompactedMWHC,fb,10
599,LookupTime<CompactedMWHC>/1000/4,9,22,LookupTime<CompactedMWHC>/1000/4,iteration,1,0,1,13566435,52.412468730289966,52.3800244499354,ns,8000.0,1000.0,14.856,1857.0,,CompactedMWHC:osm,CompactedMWHC,osm,10
218,PresortedBuildTime<CompactedMWHC>/10000/0,24,1,PresortedBuildTime<CompactedMWHC>/10000/0,iteration,1,0,1,147,4947074.150451186,4943356.952353992,ns,80000.0,10000.0,15.1904,18988.0,13761.339013149689,CompactedMWHC:seq,CompactedMWHC,seq,10
223,PresortedBuildTime<CompactedMWHC>/10000/2,24,6,PresortedBuildTime<CompactedMWHC>/10000/2,iteration,1,0,1,100,5071221.16163373,5066689.410014078,ns,80000.0,10000.0,15.1904,18988.0,19736.753510557526,CompactedMWHC:uniform,CompactedMWHC,uniform,10
228,PresortedBuildTime<CompactedMWHC>/10000/3,24,11,PresortedBuildTime<CompactedMWHC>/10000/3,iteration,1,0,1,150,4838826.482494672,4835247.3133127205,ns,80000.0,10000.0,15.1904,18988.0,13787.643598521967,CompactedMWHC:fb,CompactedMWHC,fb,10
